SkillName	SkillID	Design_Belong	Design_Effect	MaxLevel	KindType	FunctionType	UIType	BelongKungfu	BelongSchool	CastMode	WeaponRequest	IsCostAmmo	CostItemType	CostItemIndex	MountRequestType	MountRequestDetail	MountType	IsMountAble	IsPassiveSkill	IsChannelSkill	IsExpSkill	IsExactHit	IsInstinct	IsAutoTurn	CauseAbradeEquipment	CauseBeatBreak	CauseBeatBack	HasCriticalStrike	SkillEventMask1	SkillEventMask2	SkillCastFlag	UseCastScript	Use3DObstacle	CheckReachable	IgnorePositiveShield	IgnoreNegativeShield	NeedOutOfFight	SelfOnFear	SelfHorseStateRequest	TargetTypePlayer	TargetTypeNpc	TargetRelationNone	TargetRelationSelf	TargetRelationAlly	TargetRelationEnemy	TargetRelationDialog	TargetRelationNeutrality	TargetRelationParty	TargetRelationRaid	TargetHorseStateRequest	TargetOnFear	AutoSelectTarget	NPCWeaponType	CommonSkillActiveMode	IsBindCombatTag	EffectPlayType	ScriptFile	_ScriptFileHashID	EffectType	CheckBindBuff	MountRequestDetailLevel	CastMask	SelfMoveStateMask	TargetMoveStateMask	RecipeType	MapBanMask	SkillMark	SelfBackupMoveStateMask	TargetRelationMentor	TargetRelationApprentice	KungfuMountID	HorseMask	PetTemplateID	TargetNpcSpeciesMask	SelfSprintStateRequest	SelfTerrainStateRequest	SelfFollowStateRequest	IgnoreCamp	TargetFollowStateRequest	IsCheckStealth	SelfMoveStateMask2	SelfBackupMoveStateMask2	TargetMoveStateMask2	Pos	CanReverse	CanCastOnTower	TargetRelationTeamGroup	TargetJumpCountMask	IgnoreSilence	LongRange	BelongDynamicGroupID	IsTherapy	CanKeepHoard	CanCastWithHoard	CanAddMaxRadius	KillRushCanCastMode	MinSelectTargetCount	MaxSelectTargetCount
大明宫_剑圣_绝情刺_致死	6326	测试技能	直接伤害技能	2	Physics	Normal	2	10273	12	CasterSingle	0	0	Invalid	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	NotHorse	1	0	0	1	0	0	0	0	0	0	Any	1	0	0	Invalid	0	AniAndSfx	npc\副本BOSS\大明宫\大明宫_剑圣_绝情刺_致死.lua		Neutral	0	0	0	2214609150	2483044606	0	0	1	0	0	0	0	0	0	132606	NotInSprint	Any		0		0	63		63			0												
流离岛-詹素-小怪饮血斩	6327	测试技能	直接伤害技能	2	Physics	Damage	2	10275	12	TargetSingle	0	0	Invalid	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	NotHorse	1	1	0	0	0	1	0	0	0	0	Any	1	0	0	Invalid	0	AniAndSfx	npc\副本BOSS\流离岛\流离岛-詹素-小怪饮血斩.lua		Harmful	0	0	0	2214609150	2684256254	0	0	1	0	0	0	0	0	0	132606	NotInSprint	Any		0		1	63		63			0												
流离岛-詹素-小怪挥锚	6328	测试技能	直接伤害技能	2	Physics	Damage	2	10275	12	CasterArea	0	0	Invalid	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	NotHorse	1	1	0	0	0	1	0	0	0	0	Any	1	0	0	Invalid	0	AniAndSfx	npc\副本BOSS\流离岛\流离岛-詹素-小怪挥锚.lua		Harmful	0	0	0	2214609150	2684256254	0	0	1	0	0	0	0	0	0	132606	NotInSprint	Any		0		0	63		63			0												
(6329) 流离岛-詹毅-小怪旋转	6329	测试技能	直接伤害技能	2	Physics	Damage	2	10275	12	CasterArea	0	0	Invalid	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	NotHorse	1	1	0	0	0	1	0	0	0	0	Any	1	0	0	Invalid	0	AniAndSfx	npc\副本BOSS\流离岛\流离岛-詹素-小怪旋转.lua		Harmful	0	0	0	2214609150	2684256254	0	0	1	0	0	0	0	0	0	132606	NotInSprint	Any		0		0	63		63			0												
华清宫_葛尔东赞_夺魂术_4层	6330	测试技能	直接伤害技能	2	NeutralMagic	Normal	2	10267	12	TargetSingle	0	0	Invalid	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	593	0	0	0	0	0	1	0	0	0	NotHorse	1	1	0	0	0	1	0	0	0	0	Any	1	0	0	Invalid	0	AniAndSfx	npc\副本BOSS\华清宫\华清宫_葛尔东赞_夺魂术_4层.lua		Harmful	0	0	0	2214609150	2684256254	0	0	1	0	0	0	0	0	0	132606	NotInSprint	Any		0		1	63		63			0												
华清宫_葛尔东赞_夺魂术_5层	6331	测试技能	直接伤害技能	2	NeutralMagic	Normal	2	10267	12	TargetSingle	0	0	Invalid	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	593	0	0	0	0	0	1	0	0	0	NotHorse	1	1	0	0	0	1	0	0	0	0	Any	1	0	0	Invalid	0	AniAndSfx	npc\副本BOSS\华清宫\华清宫_葛尔东赞_夺魂术_5层.lua		Harmful	0	0	0	2214609150	2684256254	0	0	1	0	0	0	0	0	0	132606	NotInSprint	Any		0		1	63		63			0												
战宝军械库_血眼龙王_龙血玉_吟唱	6332	测试技能	直接伤害技能	2	Physics	Normal	2	10270	12	CasterSingle	0	0	Invalid	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	NotHorse	0	1	0	1	0	0	0	0	0	0	Any	1	0	0	Invalid	0	AniAndSfx	npc\副本BOSS\战宝军械库\战宝军械库_血眼龙王_龙血玉_吟唱.lua		Beneficial	0	0	0	2214609150	2483044606	0	0	1	0	0	0	0	0	0	132606	NotInSprint	Any		0		0	63		63			0												
大明宫_白色傀儡_攻击	6333	测试技能	直接伤害技能	2	Physics	Normal	2	10273	12	TargetSingle	0	0	Invalid	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	1	1	0	0	NotHorse	1	1	0	0	0	1	0	0	0	0	Any	1	0	0	Invalid	0	AniAndSfx	npc\副本BOSS\大明宫\大明宫_小怪_白色傀儡_攻击.lua		Neutral	0	0	0	2214609150	2684256254	0	0	1	0	0	0	0	0	0	132606	NotInSprint	Any		0		1	63		63			0												
大明宫_黑色傀儡_攻击	6334	测试技能	直接伤害技能	2	Physics	Damage	2	10273	12	TargetSingle	0	0	Invalid	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	519	0	0	0	0	0	1	0	0	0	NotHorse	1	1	0	0	0	1	0	0	0	0	Any	1	0	0	Invalid	0	AniAndSfx	npc\副本BOSS\大明宫\大明宫_小怪_黑色傀儡_攻击.lua		Harmful	0	0	0	2214609150	2684256254	0	0	1	0	0	0	0	0	0	132606	NotInSprint	Any		0		1	63		63			0												
大明宫_小怪_狼牙突袭	6335	测试技能	直接伤害技能	2	Physics	Normal	2	10273	12	CasterArea	0	0	Invalid	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	519	0	0	0	0	0	1	0	0	0	NotHorse	0	1	0	0	0	1	0	0	0	0	Any	1	0	0	Invalid	0	AniAndSfx	npc\副本BOSS\大明宫\大明宫_小怪_狼牙突袭.lua		Harmful	0	0	0	2214609150	2684256254	0	0	1	0	0	0	0	0	0	131582	NotInSprint	Any		0		0	63		63			0												
大明宫_监军_穷凶极恶_伤害	6336	测试技能	直接伤害技能	8	Physics	Damage	2	10273	12	CasterArea	0	0	Invalid	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	519	0	0	0	0	0	1	0	0	0	NotHorse	1	0	0	0	0	1	0	0	0	0	Any	1	0	0	Invalid	0	AniAndSfx	npc\副本BOSS\大明宫\大明宫_监军_穷凶极恶_伤害.lua		Harmful	0	0	0	2214609150	2684256254	0	0	1	0	0	0	0	0	0	132606	NotInSprint	Any		0		0	63		63			0												
流离岛-第五雍容-小怪跳砍	6338	测试技能	直接伤害技能	2	Physics	Damage	2	10275	12	Sector	0	0	Invalid	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	1	1	0	0	NotHorse	1	1	0	0	0	1	0	0	0	0	Any	1	0	0	Invalid	0	AniAndSfx	npc\副本BOSS\流离岛\流离岛-第五雍容-小怪跳砍.lua		Neutral	0	0	0	2214609150	2684256254	0	0	1	0	0	0	0	0	0	132606	NotInSprint	Any		0		0	63		63			0												
流离岛-詹素-小怪护卫	6339	测试技能	直接伤害技能	2	Physics	Damage	2	10275	12	TargetSingle	0	0	Invalid	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	1	0	1	0	0	0	NotHorse	1	1	0	0	0	1	0	0	0	0	Any	1	0	0	Invalid	0	AniAndSfx	npc\副本BOSS\流离岛\流离岛-詹毅-小怪致命一击.lua		Harmful	0	0	0	2214609150	2684256254	0	0	1	0	0	0	0	0	0	132606	NotInSprint	Any		0		1	63		63			0												
 流离岛-詹素-小怪奋力一击	6340	测试技能	直接伤害技能	2	Physics	Damage	2	10275	12	CasterArea	0	0	Invalid	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	1	0	1	0	0	0	NotHorse	1	1	0	0	0	1	0	0	0	0	Any	1	0	0	Invalid	0	AniAndSfx	npc\副本BOSS\流离岛\流离岛-詹毅-小怪奋力一击.lua		Harmful	0	0	0	2214609150	2684256254	0	0	1	0	0	0	0	0	0	132606	NotInSprint	Any		0		0	63		63			0												
流离岛-詹素-小怪乱舞	6341	测试技能	直接伤害技能	2	Physics	Damage	2	10275	12	TargetSingle	0	0	Invalid	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	NotHorse	1	1	0	0	0	1	0	0	0	0	Any	1	0	0	Invalid	0	AniAndSfx	npc\副本BOSS\流离岛\流离岛-詹毅-小怪乱舞.lua		Harmful	0	0	0	2214609150	2684256254	0	0	1	0	0	0	0	0	0	132606	NotInSprint	Any		0		1	63		63			0												
(6342) 流离岛-詹毅-普通攻击	6342	测试技能	直接伤害技能	2	Physics	Damage	2	10275	12	TargetSingle	0	0	Invalid	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	131587	0	0	0	1	0	1	0	0	0	NotHorse	1	1	0	0	0	1	0	0	0	0	Any	1	0	0	Invalid	0	AniAndSfx	npc\副本BOSS\流离岛\流离岛-詹毅-普通攻击.lua		Harmful	0	0	0	2214609150	2684256254	0	0	1	0	0	0	0	0	0	132606	NotInSprint	Any		0		1	63		63			0												
流离岛-詹素-横扫	6343	测试技能	直接伤害技能	2	Physics	Damage	2	10275	12	CasterArea	0	0	Invalid	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	519	0	0	0	1	0	1	0	0	0	NotHorse	1	1	0	0	0	1	0	0	0	0	Any	1	0	0	Invalid	0	AniAndSfx	npc\副本BOSS\流离岛\流离岛-詹毅-横扫.lua		Harmful	0	0	0	2214609150	2684256254	0	0	1	0	0	0	0	0	0	132606	NotInSprint	Any		0		0	63		63			0												
授人以渔	6344	测试技能	直接伤害技能	2	Physics	Normal	2	10275	12	CasterArea	0	0	Invalid	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	NotHorse	1	0	0	0	0	1	0	0	0	0	Any	1	0	0	Invalid	0	AniAndSfx	npc\副本BOSS\流离岛\流离岛-詹毅-授人以渔.lua		Harmful	0	0	0	2214609150	2684256254	0	0	1	0	0	0	0	0	0	132606	NotInSprint	Any		0		0	63		63			0												
增强	6345	测试技能	直接伤害技能	2	Physics	Normal	2	10275	12	TargetSingle	0	0	Invalid	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NotHorse	0	1	0	1	0	0	0	0	0	0	Any	1	0	0	Invalid	0	AniAndSfx	npc\副本BOSS\流离岛\流离岛-詹毅-增强.lua		Neutral	0	0	0	2214609150	2684256254	0	0	1	0	0	0	0	0	0	132606	NotInSprint	Any		0		1	63		63			0												
冰球	6347	测试技能	直接伤害技能	2	LunarMagic	Damage	2	10275	12	CasterArea	0	0	Invalid	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	NotHorse	1	1	0	0	0	1	0	0	0	0	Any	1	0	0	Invalid	0	AniAndSfx	npc\副本BOSS\流离岛\流离岛-詹毅-冰球.lua		Harmful	0	0	0	2214609150	2684256254	0	0	1	0	0	0	0	0	0	132606	NotInSprint	Any		0		0	63		63			0												
大明宫_傀儡·修罗_非天_单体	6348	测试技能	直接伤害技能	2	Physics	Normal	2	10273	12	TargetSingle	0	0	Invalid	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	519	0	0	0	0	0	1	1	0	0	NotHorse	1	1	0	0	0	1	0	0	0	0	Any	1	0	0	Invalid	0	AniAndSfx	npc\副本BOSS\大明宫\大明宫_傀儡·修罗_非天_单体.lua		Neutral	0	0	0	2214609150	2684256254	0	0	1	0	0	0	0	0	0	132606	NotInSprint	Any		0		1	63		63			0												
大明宫_傀儡·地狱_生死劫·生_石化	6349	测试技能	直接伤害技能	1	Physics	Normal	2	10273	12	CasterSingle	0	0	Invalid	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	NotHorse	1	0	0	1	0	0	0	0	0	0	Any	1	0	0	Invalid	0	AniAndSfx	npc\副本BOSS\大明宫\大明宫_傀儡·地狱_生死劫·生_石化.lua		Neutral	0	0	0	2214609150	2483044606	0	0	1	0	0	0	0	0	0	132606	NotInSprint	Any		0		0	63		63			0												
大明宫_无名_夜殇	6350	测试技能	直接伤害技能	2	Physics	Damage	2	10273	12	TargetSingle	0	0	Invalid	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	519	0	0	0	0	0	1	0	0	0	NotHorse	1	1	0	0	0	1	0	0	0	0	Any	1	0	0	Invalid	0	AniAndSfx	npc\副本BOSS\大明宫\大明宫_无名_夜殇.lua		Harmful	0	0	0	2214609150	2684256254	0	0	1	0	0	0	0	0	0	132606	NotInSprint	Any		0		1	63		63			0												
大明宫_傀儡·人_意乱_冲刺	6375	测试技能	直接伤害技能	2	Physics	Normal	2	10273	12	CasterSingle	0	0	Invalid	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	1	1	0	0	NotHorse	1	1	1	1	1	1	1	1	1	1	Any	1	0	0	Invalid	0	AniAndSfx	npc\副本BOSS\大明宫\大明宫_傀儡·人_意乱_冲刺.lua		Neutral	0	0	0	2415820670	2684256126	0	0	1	0	1	1	0	0	0	196607	NotInSprint	Any		0		0	63		63			0												
大明宫_剑圣_四象轮回	6399	测试技能	直接伤害技能	2	NeutralMagic	Damage	2	10273	12	TargetSingle	0	0	Invalid	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1169	0	0	0	0	0	1	0	0	0	NotHorse	1	1	0	0	0	1	0	0	0	0	Any	1	0	0	Invalid	0	AniAndSfx	npc\副本BOSS\大明宫\大明宫_剑圣_四象轮回.lua		Harmful	0	0	0	2214609150	2684256254	0	0	1	0	0	0	0	0	0	132606	NotInSprint	Any		0		1	63		63			0												
大明宫_剑圣_龙吟	6400	测试技能	直接伤害技能	2	Physics	Damage	2	10273	12	TargetSingle	0	0	Invalid	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	519	0	0	0	0	0	1	0	0	0	NotHorse	1	1	0	0	0	1	0	0	0	0	Any	1	0	0	Invalid	0	AniAndSfx	npc\副本BOSS\大明宫\大明宫_剑圣_龙吟.lua		Harmful	0	0	0	2214609150	2684256254	0	0	1	0	0	0	0	0	0	132606	NotInSprint	Any		0		1	63		63			0												
大明宫_剑圣_战四方	6401	测试技能	直接伤害技能	2	Physics	Damage	2	10273	12	CasterArea	0	0	Invalid	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	519	0	0	0	0	0	1	0	0	0	NotHorse	1	1	0	0	0	1	0	0	0	0	Any	1	0	0	Invalid	0	AniAndSfx	npc\副本BOSS\大明宫\大明宫_剑圣_战四方.lua		Harmful	0	0	0	2214609150	2684256254	0	0	1	0	0	0	0	0	0	132606	NotInSprint	Any		0		0	63		63			0												
大明宫_剑圣_崩雷刀	6402	测试技能	直接伤害技能	2	Physics	Damage	2	10273	12	TargetSingle	0	0	Invalid	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	519	0	0	0	0	0	1	0	0	0	NotHorse	1	1	0	0	0	1	0	0	0	0	Any	1	0	0	Invalid	0	AniAndSfx	npc\副本BOSS\大明宫\大明宫_剑圣_崩雷刀.lua		Harmful	0	0	0	2214609150	2684256254	0	0	1	0	0	0	0	0	0	132606	NotInSprint	Any		0		1	63		63			0												
大明宫_剑圣_徐如林	6403	测试技能	直接伤害技能	2	Physics	Normal	2	10273	12	CasterSingle	0	0	Invalid	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	8707	0	0	0	0	0	0	1	0	0	NotHorse	0	1	0	1	0	0	0	0	0	0	Any	1	0	0	Invalid	0	AniAndSfx	npc\副本BOSS\大明宫\大明宫_剑圣_徐如林.lua		Beneficial	0	0	0	2214609150	2483044606	0	0	1	0	0	0	0	0	0	132606	NotInSprint	Any		0		0	63		63			0												
大明宫_剑圣_徐如林_恢复	6404	测试技能	直接伤害技能	2	Physics	Normal	2	10273	12	TargetSingle	0	0	Invalid	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	NotHorse	1	1	1	1	1	1	1	1	1	0	Any	1	0	0	Invalid	0	AniAndSfx	npc\副本BOSS\大明宫\大明宫_剑圣_徐如林_恢复.lua		Neutral	0	0	0	2214609150	2684256254	0	0	1	0	0	0	0	0	0	132606	NotInSprint	Any		0		1	63		63			0												
大明宫_剑圣_火焰AOE	6405	测试技能	直接伤害技能	2	SolarMagic	Damage	2	10273	12	CasterArea	0	0	Invalid	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	561	0	0	0	0	0	1	0	0	0	NotHorse	1	1	0	0	0	1	0	0	0	0	Any	1	0	0	Invalid	0	AniAndSfx	npc\副本BOSS\大明宫\大明宫_剑圣_火焰AOE.lua		Harmful	0	0	0	2214609150	2684256254	0	0	1	0	0	0	0	0	0	132606	NotInSprint	Any		0		0	63		63			0												
大明宫_剑圣_燕雀飞翎_判断	6406	测试技能	直接伤害技能	2	Physics	Normal	2	10273	12	TargetSingle	0	0	Invalid	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	NotHorse	1	1	0	0	0	1	0	0	0	0	Any	1	0	0	Invalid	0	AniAndSfx	npc\副本BOSS\大明宫\大明宫_剑圣_燕雀飞翎_判断.lua		Neutral	0	0	0	2214609150	2684256254	0	0	1	0	0	0	0	0	0	132606	NotInSprint	Any		0		1	63		63			0												
大明宫_剑圣_镇山河	6410	测试技能	直接伤害技能	2	Physics	Normal	2	10273	12	CasterSingle	0	0	Invalid	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	NotHorse	0	1	0	1	0	0	0	0	0	0	Any	1	0	0	Invalid	0	AniAndSfx	npc\副本BOSS\大明宫\大明宫_剑圣_镇山河.lua		Neutral	0	0	0	2214609150	2483044606	0	0	1	0	0	0	0	0	0	132606	NotInSprint	Any		0		0	63		63			0												
大明宫_剑圣_镇山河_效果	6411	测试技能	直接伤害技能	1	NeutralMagic	Normal	2	10273	12	CasterArea	0	0	Invalid	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	NotHorse	0	1	0	0	1	0	0	1	1	0	Any	1	0	0	Invalid	0	AniAndSfx	npc\副本BOSS\大明宫\大明宫_剑圣_镇山河_效果.lua		Neutral	0	0	0	2214609150	2684256254	0	0	1	0	0	0	0	0	0	132606	NotInSprint	Any		0		0	63		63			0												
大明宫_剑圣_生太极	6412	测试技能	直接伤害技能	2	Physics	Normal	2	10273	12	CasterSingle	0	0	Invalid	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	NotHorse	0	1	0	1	0	0	0	0	0	0	Any	1	0	0	Invalid	0	AniAndSfx	npc\副本BOSS\大明宫\大明宫_剑圣_生太极.lua		Neutral	0	0	0	2214609150	2483044606	0	0	1	0	0	0	0	0	0	132606	NotInSprint	Any		0		0	63		63			0												
大明宫_剑圣_生太极_效果	6413	测试技能	直接伤害技能	1	NeutralMagic	Normal	2	10273	12	CasterArea	0	0	Invalid	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	NotHorse	1	1	0	0	0	1	0	0	0	0	Any	1	0	0	Invalid	0	AniAndSfx	npc\副本BOSS\大明宫\大明宫_剑圣_生太极_效果.lua		Neutral	0	0	0	2214609150	2684256254	0	0	1	0	0	0	0	0	0	132606	NotInSprint	Any		0		0	63		63			0												
大明宫_剑圣_七星拱瑞	6414	测试技能	直接伤害技能	2	NeutralMagic	Normal	2	10273	12	TargetSingle	0	0	Invalid	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	17425	0	0	0	0	0	1	1	0	0	NotHorse	1	1	0	0	0	1	0	0	0	0	Any	1	0	0	Invalid	0	AniAndSfx	npc\副本BOSS\大明宫\大明宫_剑圣_七星拱瑞.lua		Neutral	0	0	0	2214609150	2684256254	0	0	1	0	0	0	0	0	0	132606	NotInSprint	Any		0		1	63		63			0												
小白轻功4_单人空中	6415	测试技能	直接伤害技能	1	None	Normal	1	10005	0	CasterSingle	13	0	Invalid	0	7	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	1	0	0	1	1	0	0	NotHorse	1	0	0	1	0	0	0	0	0	0	Any	1	0	0	Invalid	0	AniAndSfx	test\小白测试4_单人空中.lua		Neutral	0	0	0	4294967295	4294967295	0	0	1	0	0	0	0	0	0	132606	InSprint	Any		0	NotInFollow	0	63		63			0												
小白轻功4_单人空中_无目标	6416	测试技能	直接伤害技能	1	None	Normal	1	10005	0	CasterSingle	13	0	Invalid	0	7	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	NotHorse	1	0	0	1	0	0	0	0	0	0	Any	1	0	0	Invalid	0	AniAndSfx	test\小白测试4_单人空中_无目标.lua		Neutral	0	0	0	4294967295	4294967295	0	0	1	0	0	0	0	0	0	132606	InSprint	Any		0	NotInFollow	0	63		63			0												
小白轻功4_单人空中_有目标	6417	测试技能	直接伤害技能	1	None	Normal	1	10005	0	TargetSingle	13	0	Invalid	0	7	0	0	0	0	0	1	0	1	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	NotHorse	1	0	0	0	0	0	0	0	1	0	Any	1	0	0	Invalid	0	AniAndSfx	test\小白测试4_单人空中_有目标.lua		Neutral	0	0	0	4294967295	2684256255	0	0	1	0	0	0	0	0	0	132606	InSprint	Any		0	NotInFollow	1	63		63			0												
小白轻功4_单人空中_无目标2	6418	测试技能	直接伤害技能	1	None	Normal	1	10005	0	CasterSingle	13	0	Invalid	0	7	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	NotHorse	1	0	0	1	0	0	0	0	0	0	Any	1	0	0	Invalid	0	AniAndSfx	test\小白测试4_单人空中_无目标2.lua		Neutral	0	0	0	4294967295	4294967295	0	0	1	0	0	0	0	0	0	132606	InSprint	Any		0	NotInFollow	0	63		63			0												
小白轻功4_单人空中_无目标3	6419	测试技能	直接伤害技能	1	None	Normal	1	10005	0	CasterSingle	13	0	Invalid	0	7	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	NotHorse	1	0	0	1	0	0	0	0	0	0	Any	1	0	0	Invalid	0	AniAndSfx	test\小白测试4_单人空中_无目标3.lua		Neutral	0	0	0	4294967295	4294967295	0	0	1	0	0	0	0	0	0	132606	InSprint	Any		0	NotInFollow	0	63		63			0												
小白轻功4_滑行_左	6420	测试技能	直接伤害技能	1	None	Normal	1	10005	0	CasterSingle	13	0	Invalid	0	7	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	1	0	0	1	1	0	0	NotHorse	1	0	0	1	0	0	0	0	0	0	Any	1	0	0	Invalid	0	AniAndSfx	test\小白测试4_滑行_左.lua		Neutral	0	0	0	2415820798	2684256254	0	0	1	0	0	0	0	0	0	132606	InSprint	Any		0	NotInFollow	0	63		63			0												
小白轻功4_滑行_右	6421	测试技能	直接伤害技能	1	None	Normal	1	10005	0	CasterSingle	13	0	Invalid	0	7	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	1	0	0	1	1	0	0	NotHorse	1	0	0	1	0	0	0	0	0	0	Any	1	0	0	Invalid	0	AniAndSfx	test\小白测试4_滑行_右.lua		Neutral	0	0	0	2415820798	2684256254	0	0	1	0	0	0	0	0	0	132606	InSprint	Any		0	NotInFollow	0	63		63			0												
小白轻功5_双人空中_有目标1	6422	测试技能	直接伤害技能	1	None	Normal	1	10005	0	CasterSingle	13	0	Invalid	0	7	0	0	0	0	0	0	1	1	0	0	0	0	1	0	0	0	0	1	0	1	1	0	0	NotHorse	1	0	0	1	0	0	0	0	0	0	Any	1	0	0	Invalid	0	AniAndSfx	test\小白测试4_双人空中_有目标1.lua		Neutral	0	0	0	4294967295	4294967295	0	0	1	0	0	0	0	0	0	132606	InSprint	Any	Any	0	NotInFollow	0	63		63			0												
小白轻功5_双人空中_有目标2	6423	测试技能	直接伤害技能	1	None	Normal	1	10005	0	CasterSingle	13	0	Invalid	0	7	0	0	0	0	0	0	1	1	0	0	0	0	1	0	0	0	0	1	0	1	1	0	0	NotHorse	1	0	0	1	0	0	0	0	0	0	Any	1	0	0	Invalid	0	AniAndSfx	test\小白测试4_双人空中_有目标2.lua		Neutral	0	0	0	4294967295	4294967295	0	0	1	0	0	0	0	0	0	132606	InSprint	Any	Any	0	NotInFollow	0	63		63			0												
小白轻功5_双人空中_有目标3	6424	测试技能	直接伤害技能	1	None	Normal	1	10005	0	CasterSingle	13	0	Invalid	0	7	0	0	0	0	0	0	1	1	0	0	0	0	1	0	0	0	0	1	0	1	1	0	0	NotHorse	1	0	0	1	0	0	0	0	0	0	Any	1	0	0	Invalid	0	AniAndSfx	test\小白测试4_双人空中_有目标3.lua		Neutral	0	0	0	4294967295	4294967295	0	0	1	0	0	0	0	0	0	132606	InSprint	Any	Any	0	NotInFollow	0	63		63			0												
小白轻功5_双人空中_有目标	6425	测试技能	直接伤害技能	1	None	Normal	1	10005	0	CasterSingle	13	0	Invalid	0	7	0	0	0	0	0	1	0	1	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	NotHorse	1	0	0	1	0	0	0	0	0	0	Any	1	0	0	Invalid	0	AniAndSfx	test\小白测试4_双人空中_有目标.lua		Neutral	0	0	0	2214609150	2483044606	0	0	1	0	0	0	0	0	0	132606	InSprint	Any		0	NotInFollow	0	63		63			0												
大明宫_小怪_横扫千军_施放	6426	测试技能	直接伤害技能	2	Physics	Normal	2	10273	12	CasterSingle	0	0	Invalid	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	NotHorse	0	1	0	1	0	0	0	0	0	0	Any	1	0	0	Invalid	0	AniAndSfx	npc\副本BOSS\大明宫\大明宫_小怪_横扫千军_施放.lua		Neutral	0	0	0	2214609150	2483044606	0	0	1	0	0	0	0	0	0	132606	NotInSprint	Any		0		0	63		63			0												
