门派,心法,奇穴位置,奇穴名,奇穴描述,技能ID,纵向位置
丐帮,笑尘诀,8,接舆,“见龙在田”附带的持续伤害效果提高10%，施展“乘龙戏水”后，自身可对任何目标施展“见龙在田”及后续招式且不再消耗内力值，施展“见龙在田”后，使目标属于自身的“亢龙有悔”持续伤害效果立即生效2跳。,25184,5
丐帮,笑尘诀,9,易损,施展“蛟龙翻江”“双龙取水”“龙游天地”“龙腾五岳”任意一招均使“蛟影”效果变为对非侠士目标伤害提高8%，该效果最多叠加4层，持续30秒。,37339,1
丐帮,笑尘诀,9,贞固,完整施展“酒中仙”后获得10秒“贞固”效果，效果持续期间“龙战于野”“龙跃于渊”“亢龙有悔”不会使自身进入僵直状态。,6822,2
丐帮,笑尘诀,9,留魄,“亢龙有悔”命中拥有“恶狗拦路”不利效果且未被自身击出“心窍”的目标时，会将其“心窍”击出至身后最远12尺位置，“心窍”存在期间目标的所有减伤效果降低20%并每秒受到外功伤害，目标可以靠近并消除“心窍”并受到<SUB 32770 1>伤害，“心窍”存在时间越长，造成的伤害越高，在产生6秒后消除并对目标造成<SUB 32770 6>伤害。,32731,3
丐帮,笑尘诀,9,催盏,“亢龙有悔”持续伤害效果提高30%，被卸除不会消失，而是转移至被卸除目标30尺内的其他小队成员身上。,15212,4
丐帮,笑尘诀,9,追远,“拨狗朝天”“横打双獒”命中目标会获得1个破招点数。触发破招伤害时会额外追加<SUB 38891 1>外功伤害。,38878,5
丐帮,笑尘诀,10,含弘,当多于50%、60%、70%内力时施展“亢龙有悔”，使自身技能伤害分别提高5%、10%、20%，持续8秒。,6843,1
丐帮,笑尘诀,10,息元,“蜀犬吠日”“亢龙有悔”“龙啸九天”的自身僵直时间减少30%，并使霸体效果免疫被拉。,6842,2
丐帮,笑尘诀,10,复礼,少于50%内力时施展“亢龙有悔”，使自身技能伤害提高15%，持续8秒。,6814,3
丐帮,笑尘诀,10,宽野,“酒中仙”运功期间不受控制、位移、打断招式影响。,15211,4
丐帮,笑尘诀,10,腾龙,“霸体”或“龙威”状态下施展“烟雨行”，自身会乘龙而起获得1层“乘龙戏水”效果，然后向终点发起坠击，对路径上和目标点4尺范围内最多5个目标造成<SUB 32782 1>外功伤害。,32740,5
丐帮,笑尘诀,11,饮江,“酒中仙”每跳获得的气劲效果持续时间延长3秒，且自身额外获得12%外功会心效果。,14625,1
丐帮,笑尘诀,11,不息,“龙跃于渊”不受招式控制效果的时间提高到5秒，并使下一次具有调息时间的伤害招式施展后返还其30%的调息时间。,6838,2
丐帮,笑尘诀,11,将进酒,只能对处于受控状态的目标施展，施展后会首先解除其受控状态，若目标处于被击僵直或挑飞状态，则会将目标击晕4秒，造成外功伤害并返还该招式40%调息时间；若目标处于其他控制状态，则将其“挑飞”，对其施展骤雨般的攻击造成外功伤害，施展过程中获得霸体效果，不受控制效果的影响（被拉除外）。,25186,3
丐帮,笑尘诀,11,无咎,“龙啸九天”不再消耗内力，受到伤害未重伤状态下自身气血值低于40%则立刻重置该技能调息时间，最多每55秒触发一次。,14626,4
丐帮,笑尘诀,11,祭湘君,在自身位置形成“祭湘君”8尺范围区域，每2秒对区域内最多5个目标造成<SUB 25201 0>外功伤害，持续12秒。自身位于其中受到的范围伤害降低80%，施展“亢龙有悔”招式会降低该招式调息时间2秒，命中每个目标将额外造成<SUB 25202 0>外功伤害，并回复5%的内力值。,25197,5
丐帮,笑尘诀,12,苍龙戾天,解除自身僵直状态，腾空跃起，延迟后向目标位置打出一掌，对半径10尺范围敌对目标造成<SUB 37397 1>外功伤害，施展期间区域内敌对目标会受到减速效果，中心4尺范围内的目标被该招式命中将受到更高的伤害以及眩晕效果。该招式只可在地面施展，施展过程中自身受到的伤害降低70%并获得龙威效果。,37385,1
丐帮,笑尘诀,12,城复于隍,施展后解除自身施展招式的僵直效果并原地蓄力，将骤雨般的连击转化为摧城之力，片刻后冲向目标将其击退，最低造成<SKILL_[28952_1;28952_2;28952_3;28952_4] PhysicsDamage>点(+<SKILLEx {D0} {SkillPhysicsAP_[28952_1;28952_2;28952_3;28952_4] }>)外功伤害，最高造成<SKILL_[28952_12;28952_13;28952_14;28952_15] PhysicsDamage>点(+<SKILLEx {D0} {SkillPhysicsAP_[28952_12;28952_13;28952_14;28952_15] }>)外功伤害。侠士目标被命中期间会暂时失去援助，无法被其友方选中施展招式。释放时更高的连击数会将目标击退更远，造成更高的伤害，击退距离最远24尺。,28989,2
丐帮,笑尘诀,12,潜龙勿用,“亢龙有悔”施展后方可施展，施展会对目标造成七次共<SKILL_[6604_6;6605_6;6606_6;6604_6;6605_6;6606_6;18678_0] PhysicsDamage>点(+<SKILLEx {D0} {SkillPhysicsAP_[6604_6;6605_6;6606_6;6604_6;6605_6;6606_6;18678_0]}>)外功伤害，并降低自身“乘龙戏水”2.5秒调息时间，若未施展会使下次施展时额外造成1次伤害。施展过程丐帮获得免疫控制效果的影响。,22032,3
丐帮,笑尘诀,12,御鸿于天,消耗10%内力，对目标造成<SKILL PhysicsDamage>点(+<SKILLEx {D0} {SkillPhysicsAP}>)外功伤害，并移除目标身上属于自身的“亢龙有悔”持续伤害效果，每层“亢龙有悔”使自身获得1层“青龙”效果，造成的伤害提高3%，时间可累加，若命中非侠士目标，则“青龙”持续时间额外延长50%，持续时间内再次施展可将持续伤害效果作用于新目标，每有2层“青龙”对非侠士目标造成1次额外<SKILL_[36570_1] PhysicsDamage>点(+<SKILLEx {D0} {SkillPhysicsAP_[36570_1]}>)外功伤害。若目标已存在自身的“亢龙有悔”持续伤害效果，溢出的层数会添加到其周围半径12尺最多5个目标并造成外功伤害。,14927,4
丐帮,笑尘诀,12,神龙降世,“狂龙乱舞”、“飞龙在天”、“犬牙交错”、“龙游天地”施展后方可施展。自身腾空而起获得“霸体”效果并向前砸出气印，并“挑飞”半径8尺范围的5个目标造成<SUB 30866 0>外功伤害，战斗状态下施展招式使该招式伤害提高8%，最多叠加10次，持续30秒。<TALENT 25184 1 “见龙在田”附带的持续伤害效果提高20%，施展“乘龙戏水”后，自身可对任何目标施展“见龙在田”，消耗其属于自身的2跳亢龙有悔持续伤害及后续招式且不再消耗内力值>,30835,5
苍云,铁骨衣,1,狂刀,盾刀造成的威胁值提高30%。,13338,1
苍云,铁骨衣,1,盾威,“盾飞”命中目标使目标所有伤害输出降低5%，持续15秒。,13320,2
苍云,铁骨衣,1,权门,“盾飞”伤害降低20%，可对击中的目标周围10尺的其他敌对目标进行弹射。,13318,3
苍云,铁骨衣,2,炼狱,流血效果作用时间间隔缩短1秒，总持续时间保持不变。,13089,1
苍云,铁骨衣,2,移山,施展“无惧”，使自身2秒内受到的伤害降低50%。,34602,2
苍云,铁骨衣,2,激昂,施展“盾猛”后使自身基础招架等级提高10%，基础拆招值提高10%，持续6秒。,13356,3
苍云,铁骨衣,3,慑服,施展“无惧”使自身御劲率提高5%，持续8秒。,13122,1
苍云,铁骨衣,3,戍卫,施展“斩刀”使自身受到伤害降低20%，持续3秒，且强制目标攻击自身。,20509,2
苍云,铁骨衣,3,勇决,“血怒”状态下，每1点拆招值为自己添加0.06点内功防御等级。,23929,3
苍云,铁骨衣,3,铿锵,怒气上限提高10点，成功招架后回复自身5%气血最大值，该效果最多每6秒触发一次。,13136,4
苍云,铁骨衣,4,强袭,“盾刀”第三段攻击命中有自身虚弱或流血效果的目标后可触发第四段攻击，第四段攻击额外回复10点怒气。,13120,1
苍云,铁骨衣,4,潜心,“盾舞”作用目标提高2个，造成的威胁值提高50%。,13360,2
苍云,铁骨衣,4,坚铁,受到任何技能伤害都使自身招架率提高6%，最多可叠加5层，成功招架后该效果不再叠加，8秒后效果消失。,13138,3
苍云,铁骨衣,4,卷云,“盾刀”每一段招式伤害逐步递增，施展第三段时将卸除目标混元、阳性、阴性、毒性有益气劲各一个。,13321,4
苍云,铁骨衣,5,千山,施展“盾挡”后获得的招架率、拆招值提升效果提高30%。,13421,1
苍云,铁骨衣,5,振奋,施展“盾挡”后，自身每2300点体质使得自身20尺范围内最多25个团队成员无双提高80点，持续10秒。,13422,2
苍云,铁骨衣,5,震怒,“盾压”“盾猛”额外回复10点怒气。,13361,3
苍云,铁骨衣,5,胜前,盾击充能时间延长至20秒，每1%的招架率回复自身0.5%的气血最大值。,13113,4
苍云,铁骨衣,6,割裂,“闪刀”命中有自身流血效果的目标使流血效果的剩余伤害提高90%。,13132,1
苍云,铁骨衣,6,怒炎,施展“盾飞”，“斩刀”调息时间降低5秒，且使“绝刀”伤害增加30%，持续15秒。若施展“斩刀”命中虚弱非侠士目标，则获得持续4秒的“怒炎”效果：施展“绝刀”可返还所消耗的怒气，并额外获得一次在“怒炎”效果期间施展“绝刀”的机会。,13133,2
苍云,铁骨衣,6,当关,“盾飞”附带嘲讽效果，强制目标攻击自身3秒，10秒内此目标不会再被嘲讽。,13368,3
苍云,铁骨衣,6,活血,体质和被疗伤效果提高10%。,13124,4
苍云,铁骨衣,7,雷云,“盾飞”命中的第一个目标若正在运功，则使该目标2秒内无法运功。,13397,1
苍云,铁骨衣,7,坚韧,格挡值最大值增加100点，“盾墙”调息时间降低5秒，持续期间自身气血最大值提高30%。,13363,2
苍云,铁骨衣,7,肆意,盾墙效果消失后，使自身团队成员获得无威胁气劲，持续6秒。,13364,3
苍云,铁骨衣,7,蔑视,施展伤害招式命中目标，若自身气血百分比高于目标气血百分比，则使下一招式无视目标50%外功防御等级，且对击倒、被击僵直目标伤害提高30%。,39045,4
苍云,铁骨衣,8,雄峦,施展“盾压”使自身获得雄峦效果，效果期间使自身化解相当于自身拆招值的伤害量，持续8秒。,13098,1
苍云,铁骨衣,8,盾反,“盾壁”效果消失4秒内可施展，期间造成的威胁值提高30%，施展后将盾壁化解伤害的80%施放出来造成半径8尺的群体伤害效果，每额外命中一个目标，“盾壁”调息时间降低7秒，“无惧”调息时间降低1秒，伤害提高20%，最多可命中5个目标。,13071,2
苍云,铁骨衣,8,返生,施展“盾壁”使自身立即回复自身20%气血最大值，并回复自身30%格挡值。,18723,3
苍云,铁骨衣,8,恋战,自身化劲等级降低20%，招式伤害提高20%。,13126,4
苍云,铁骨衣,8,坚固,成功招架后自身回复1.5%的气血值，此效果每秒最多触发5次。,25216,5
苍云,铁骨衣,9,从容,当自身血量高于60%，则外功基础攻击提高10%，无双等级提高15%。,13366,1
苍云,铁骨衣,9,赤心,“血怒”效果期间每消耗或回复1点怒气为自身回复0.1%气血最大值。,13073,2
苍云,铁骨衣,9,百炼,“盾壁”变为2层充能招式，充能时间1分20秒，伤害吸收效果提升至100%。,13367,3
苍云,铁骨衣,9,捍卫,“盾墙”效果期间自身半径8尺范围内最多5个友方目标受到的伤害降低40%，免疫所有控制效果（被拉除外）。,13418,4
苍云,铁骨衣,9,愤恨,消耗5%气血，“血怒”效果提高30%，持续时间增加至25秒。,13304,5
苍云,铁骨衣,10,高城,“铁骨”气劲效果提高90%，可以额外叠加5层。,25715,1
苍云,铁骨衣,10,战毅,施展“盾壁”立刻回复自身20%气血最大值，招式效果期间每秒回复自身3%的气血。,13171,2
苍云,铁骨衣,10,戒备,自身血量每下降10%，基础招架等级提高10%，拆招值提高800点。,13420,3
苍云,铁骨衣,10,寒甲,成功招架后使自身基础外功攻击力获得提升，提升量相当于自身当前拆招值的25%。,13134,4
苍云,铁骨衣,10,猛志,“盾猛”施展后自身获得额外35点怒气和3点格挡值。,25219,5
苍云,铁骨衣,11,肃列,“盾墙”调息时间提高15秒，在“盾墙”下持续超过2秒时，使得自身周围20尺25个团队成员获得“盾壁”效果，可以化解等同于其20%最大气血值的伤害，持续10秒。,26729,1
苍云,铁骨衣,11,鸿烈,“无惧”调息时间降低5秒，施展“无惧”对周围8尺范围最多6个目标造成<SUB 26898 1>外功伤害，使其强制攻击自身，并使得周围20尺团队成员获得无威胁气劲，持续5秒。,26897,2
苍云,铁骨衣,11,肃驾,每消耗15点怒气，回复自身1点格挡值，“分山劲”心法下降低自身“盾立”0.5秒的调息时间。,14840,3
苍云,铁骨衣,11,石虎,受到伤害未重伤状态下自身气血值低于50%则立刻重置“盾壁”调息时间，该效果最多每3分钟触发一次。,14841,4
苍云,铁骨衣,11,严阵,对敌对目标施展“盾压”使得自身“破招”提高10%，此效果持续15秒，最多叠加5层。,25356,5
苍云,铁骨衣,12,崇云,“血怒”效果期间自身基础拆招值提升15%。受到攻击则使得血怒时间延长2秒，最多触发3次。,21749,1
苍云,铁骨衣,12,澄生,“血怒”施展后为自身回复10%气血最大值。,14848,2
苍云,铁骨衣,12,亮节,“盾舞”调息时间增加至30秒，强制目标攻击自身并使自身受到的所有伤害降低30%。,14849,3
苍云,铁骨衣,12,寒啸千军,消耗20点格挡值，鼓舞友方士气，使自身半径20尺内最多25名友方目标无双率提高5%，持续15秒。,15072,4
苍云,铁骨衣,12,断马摧城,举盾对自身8尺范围最多5个目标造成一次锤击，造成<SUB 25215 0>外功伤害并使其眩晕3秒。当前每拥有10点怒气此次伤害提高7.5%，并使其眩晕时长增加0.25秒。被命中的目标受到惊吓，攻击力下降50%，并在5秒内逐渐恢复。<TALENT 26723 1 擎盾姿态下自身加速率提高10%，每连续施展三次 “云城盾”套路招式技能攻击同一目标，造成<SUB 26724 1>外功伤害>,25213,5
苍云,分山劲,1,刀魂,擎刀姿态下自身基础外功攻击力提高15%。,13317,1
苍云,分山劲,1,难行,“盾飞”的最大充能次数提升至5层，且目标被盾牌首次击中时移动速度降低60%，持续6秒。,13374,2
苍云,分山劲,1,连烽,“盾飞”可对击中的目标周围10尺的其他敌对目标进行弹射。,34540,3
苍云,分山劲,2,登锋,流血效果伤害提高70%，作用时间间隔缩短1秒，总持续时间保持不变。,37558,1
苍云,分山劲,2,鸣金,“盾墙”调息时间降低5秒，格挡值最大值增加100点。,18354,2
苍云,分山劲,2,绝返,“斩刀”命中目标后获得持续6秒的“狂绝”效果：若施展“绝刀”未成功击杀目标，则返还消耗的怒气，并额外获得一次在6秒内施展“绝刀”的机会。,13090,3
苍云,分山劲,3,分野,“绝刀”会心几率提高15%，会心效果提高20%，施展“绝刀”使得自身伤害提高5%，持续12秒。,13087,1
苍云,分山劲,3,卷云,“盾刀”每一段招式伤害逐步递增，施展第三段时将卸除目标混元、阳性、阴性、毒性有益气劲各一个。,13321,2
苍云,分山劲,3,万仞,施展“绝刀”后，会对目标周围6尺范围内额外5个目标造成外功伤害。,13088,3
苍云,分山劲,3,飞瀑,“盾飞”伤害提高15%，击中目标后自身回复5点怒气，最多回复25点。,13372,4
苍云,分山劲,4,战骨,“盾毅”调息时间降低10秒，伤害提高40%，可以在擎盾状态下直接施展。,24098,1
苍云,分山劲,4,嗜血,“绝刀”达到最大怒气消耗时，招式伤害额外提高40%。,21281,2
苍云,分山劲,4,劫生,“劫刀”施展距离提高2尺，会心几率提高25%，会心效果提高25%。,18978,3
苍云,分山劲,4,北漠,“盾击”伤害提高70%，施展“盾击”对自身6尺120度扇形范围的额外5个目标也造成伤害。,13109,4
苍云,分山劲,5,锋鸣,施展“盾飞”使自身外功破防等级提高15%，“盾飞”伤害提高100%，持续30秒。,22897,1
苍云,分山劲,5,残裂,“盾猛”可将目标击退8尺并撞击沿途最多5个其他目标，使其眩晕3秒。,13414,2
苍云,分山劲,5,残楼,每次施展“劫刀”“斩刀”“绝刀”为当前侠士目标添加一层5%最大气血值的“残楼”治疗吸收盾，吸收盾最多可叠加5层。自身气血值每降低10%，“劫刀”“绝刀”“斩刀”的伤害额外提高7%。,13086,3
苍云,分山劲,5,步临,“盾击”使目标被疗伤成效降低30%，此效果最多可叠加2层，持续12秒。2层时，受到苍云“苍雪刀”套路招式伤害提高5%。,13111,4
苍云,分山劲,6,履刃,“闪刀”命中有自身流血效果的目标使流血效果的剩余伤害提高150%。,37559,1
苍云,分山劲,6,麾远,“斩刀”锁足效果变为眩晕效果，并追加一段无视15%目标化劲的外功伤害，若成功眩晕目标，则返还15点怒气和6秒斩刀调息时间。,37239,2
苍云,分山劲,6,血誓,若自身气血值高于20%，在“血怒”状态下每次施展“苍雪刀”套路下招式，将消耗自身5%的最大气血值。连续两次对同一目标施展“苍雪刀”套路下招式后，第三次命中该目标的“苍雪刀”套路下招式消耗20%的自身当前气血值，将对目标造成一次无视50%化劲等级的外功伤害并附带一层“血誓”效果，持续3秒，效果期间被疗伤成效额外降低30%，可与其他减疗效果叠加。,32618,3
苍云,分山劲,6,雷云,“盾飞”命中的第一个目标若正在运功，则使该目标2秒内无法运功。,13397,4
苍云,分山劲,7,业火麟光,生成一团业火附于盾上，持续10秒。业火存在期间，每次施展“云城盾”套路下招式将使 “业火”额外爆裂一次，自身怒气若高于45点，使用“盾飞”将返还25秒“盾飞”调息时间，并将业火转化为6层“麟光甲”效果，效果期间施展“苍雪刀”套路下招式附带一次破招伤害与“麟光甲”额外伤害并消耗一层。连续使用三次“苍雪刀”套路下招式将获得额外65点怒气，重置所有“苍雪刀”套路下技能调息时间，该效果每次“麟光甲”期间只能触发一次。,34912,1
苍云,分山劲,7,隐刀,最少消耗5点怒气，最多消耗15点怒气，消耗逐渐增加，闪刀命中附带自身虚弱或流血效果的目标后10秒内可连续施展，隐刀命中附带自身虚弱或流血效果的目标可对其造成100%的武器伤害外加<SUB 13286 0>外功伤害，并冲刺穿过目标，期间自身免疫伤害和控制效果，持续1秒，施展次数越多，怒气消耗越高。,13152,2
苍云,分山劲,7,血刀,消耗10点怒气，“闪刀”命中目标后方可施展，可对15尺范围内最多5个目标造成100%的武器伤害外加<SUB 13144 0>外功伤害，若当前目标附带自身的流血效果，则血刀命中的所有目标都将附带一层流血效果。<EnchantID 10147 命中有自身流血效果的目标，触发血崩效果，对半径3尺范围内的最多5个目标造成范围伤害>,13153,3
苍云,分山劲,7,叱威,“盾舞”伤害提高10%，在盾墙姿态下施展时，可触发二段技能，施展“盾舞·强化”击退周围8尺内最多6个目标并造成一次外功伤害。,13278,4
苍云,分山劲,8,吓魂,“绝刀”附带8尺冲刺效果，命中自身流血目标，直接造成最大怒气对应的伤害，若目标气血值低于自身，则使目标的基础攻击力下降20%，持续4秒。,21282,1
苍云,分山劲,8,过涯,“盾壁”调息时间降低20秒，持续时间延长20秒，拥有属于自身的伤害吸收盾时会每0.5秒持续对周围3尺的3个目标造成<SUB 38651 0>外功伤害。,28490,2
苍云,分山劲,8,肃驾,每消耗15点怒气，回复自身1点格挡值，“分山劲”心法下降低自身“盾立”0.5秒的调息时间。,14840,3
苍云,分山劲,8,恋战,自身化劲等级降低20%，招式伤害提高20%。,13126,4
苍云,分山劲,8,扶阵,“盾墙”调息时间降低5秒，“盾墙”状态下，可以施展“盾猛”和“盾击”，施展“盾猛”举盾向前快速冲刺15尺。击晕路径上最多5个目标并造成<SUB 25208 0>外功伤害。对终点6尺范围最多5个目标造成100%武器伤害外加<SUB 25205 0>外功伤害并且击倒5秒，随后解除自身盾墙状态。,25203,5
苍云,分山劲,9,从容,当自身血量高于60%，则外功基础攻击提高10%，无双等级提高15%。,13366,1
苍云,分山劲,9,赤心,“血怒”效果期间每消耗或回复1点怒气为自身回复0.1%气血最大值。,13073,2
苍云,分山劲,9,千险,战斗状态下，自身气血低于35%时解除自身所有控制效果并使自身免疫所有控制效果(被拉除外)并使受到的伤害降低10%，气血高于35%后该效果消失。,13172,3
苍云,分山劲,9,血魄,施展“血怒”，清空自身“斩刀”、“绝刀”调息时间，并获得25点怒气。,38969,4
苍云,分山劲,9,援戈,“盾击”充能时间降低1秒，层数增加一层，每次施展盾击会触发一次破招，若连续三次成功触发该破招伤害将获得3层“援戈”效果，每次施展苍雪刀套路下招式将附带<SUB 36482 0>外功伤害并消耗一层。,36058,5
苍云,分山劲,10,愤恨,消耗5%气血，“血怒”效果提高30%，持续时间增加至25秒。,13304,1
苍云,分山劲,10,劫化生,施展“血怒”后获得的“劫化”效果期间每点身法提高自身2点招架等级，持续时间提升至8秒，调息时间提高至32秒。“血怒”期间施展“劫刀”命中带有自身“流血”效果的侠士目标，则对其造成该持续伤害的两跳伤害。,13395,2
苍云,分山劲,10,激奋,施展“盾壁”将会触发10尺范围“振奋军阵”，处于“军阵”中的5个友方目标不会受到重伤，受到伤害提高10%，基础攻击力提高20%，“振奋军阵”持续8秒。此效果不会在秘境中生效。,20984,3
苍云,分山劲,10,盾抛,盾墙状态下，施展“盾压”后可施展，震碎自身周围刀气障碍，造成外功伤害并将目标及其周围4尺内3个目标抛至自己身后15尺，并使其眩晕2秒。 盾墙状态下施展盾压会使目标锁足2秒。,13386,4
苍云,分山劲,10,惊涌,“血怒”效果无法再叠加，期间自身无双等级提高30%，施展“斩刀”“绝刀”“盾舞”触发的破招伤害提高20%。,36205,5
苍云,分山劲,11,刀煞,对击倒、被击僵直目标伤害提高30%。“绝刀”及其破招伤害无视目标100%外功防御等级。,14838,1
苍云,分山劲,11,捍卫,“盾墙”效果期间自身半径8尺范围内最多5个友方目标受到的伤害降低40%，免疫所有控制效果（被拉除外）。,13418,2
苍云,分山劲,11,岁久,施展“盾壁”使自身立即回复自身10%气血最大值，并回复自身30%格挡值。受到任何伤害攻击导致自身气血值低于40%则立刻重置“盾壁”调息时间，该效果最多每3分钟触发一次。,37240,3
苍云,分山劲,11,莫朽,每次施展“苍雪刀”套路下招式会为自己叠加一层“莫朽”效果：每层化解自身受到的4%最大气血值的伤害，连续施展三次“苍雪刀”套路下招式将使自己额外获得3层“莫朽”效果。,37241,4
苍云,分山劲,11,仇非,自身气血值低于1%时，消耗全部怒气，短时不会重伤，持续6秒，期间自身禁疗。结束时若自身怒气大于等于60点，回复自身50%气血值。此效果最多3分30秒触发一次。,25212,5
苍云,分山劲,12,阵云结晦,“擎刀”姿态下施展“血怒”后可施展3段招式，3段招式伤害及其破招伤害均无视目标100%外功防御等级。\n一段：对前方6尺矩形范围的最多5个敌对目标造成100%武器伤害外加<SUB 30925 1>外功伤害；\n二段：斩对前方8尺扇形范围的最多5个敌对目标造成100%武器伤害外加<SUB 30926 1>外功伤害和破招伤害；\n三段：冲向20尺内的目标并对其造成100%武器伤害外加<SUB 30857 1>外功伤害和破招伤害。,30769,1
苍云,分山劲,12,矢尽兵穷,施展后在原地插下旗帜，向12尺范围内的敌方玩家发出战斗邀请，施展时每个拥有自身流血效果的目标会使自身获得“在野”效果，使自身获得不受限的加速值加成7.5%，移动速度提高5%，该效果最多作用4次。3秒后在旗帜半径12尺内生成决斗场，范围内自身以及最多5个敌方玩家被疗伤成效额外降低10%，免疫击退和被拉。受到邀请未在场内和离开决斗场的敌方玩家获得“怯战”效果，造成的伤害降低60%，持续12秒。决斗场最多存在15秒，在苍云离开后消失。,29066,2
苍云,分山劲,12,祭血关山,一段招式歃血御城，以自身为中心获得“御城领域”，领域最多持续30秒，领域内使自身基础攻击力增加10%，并使领域内最多3名敌方玩家每秒将获得一层“歃血”外功持续伤害效果。自身气血值每降低20%，御城领域的基础攻击力增加的效果额外提高10%。二段招式吹角关山，收起“御城领域”。10秒内下一个“苍雪刀”套路下招式将根据自身收起“御城领域”时的气血值为目标添加不同时长的“锋寒”不利状态，状态持续期间将吸收目标30%目标最大气血值的所获得的治疗量。,32619,3
苍云,分山劲,12,扬旌沙场,可对敌对侠士目标施展，强迫目标与自身进行对决，清除双方持续治疗效果、受控状态、沉默、阳性、阴性、混元性、毒性、点穴、持续伤害不利效果，气血恢复至最大值。期间不受其他玩家招式影响，持续12秒，决斗时间结束或自身被击败则提前结束决斗（双方气血恢复至决斗之前），目标被击败则直接重伤。,15196,4
苍云,分山劲,12,断马摧城,举盾对自身8尺范围最多5个目标造成一次锤击，造成<SUB 25215 0>外功伤害并使其眩晕3秒。当前每拥有10点怒气此次伤害提高7.5%，并使其眩晕时长增加0.25秒。被命中的目标受到惊吓，攻击力下降50%，并在5秒内逐渐恢复。<TALENT 26723 1 擎盾姿态下自身加速率提高10%，每连续施展三次 “云城盾”套路招式技能攻击同一目标，造成<SUB 26724 1>外功伤害>,25213,5
长歌,莫问,1,风入松,施展“角”使目标移动速度降低30％，自身提高30％，持续4秒。,18374,1
长歌,莫问,1,号钟,“宫”“剑·宫”会心几率提高10%，会心效果提高10%。,14236,2
长歌,莫问,1,飞帆,“徵”伤害提高10%。,14246,3
长歌,莫问,2,明津,“羽”充能时间提高5秒，施展“羽”后使“音”套路下伤害提高10%，运功不会被打退，持续8秒，该效果时间可叠加。,35981,1
长歌,莫问,2,长清,“徵”可对目标周围8尺内额外4个敌对目标造成伤害。,14321,2
长歌,莫问,2,鹿鸣,“变宫”伤害提高15%，“高山流水”曲目下每次施展“变宫”将会给目标叠加一层“鹿鸣”效果，“鹿鸣”持续5秒叠加至2层将对目标造成阴性内功伤害，“鹿鸣”只能对一个目标生效。,14441,3
长歌,莫问,3,连徽,“音”套路下招式命中带有自身“商”“角”持续不利效果的目标，将根据“商”“角”剩余跳数之和附带额外伤害。,34341,1
长歌,莫问,3,弄影,“清绝影歌”不再降低自身移动速度，“剑·羽”充能时间降低3秒，施展距离增加3尺，产生的影子伤害提高30%。,18704,2
长歌,莫问,3,洞天,自身所有持续效果每跳造成的效果递增12%。,24250,3
长歌,莫问,3,弦风,每次施展“音”套路下招式将积累一层“弦风”，最多积累5层。施展“移形换影”或切换曲目后，3秒内施展“徵”将消耗所有“弦风”，每跳根据“弦风”个数附带额外伤害。,32485,4
长歌,莫问,4,流照,“徵”变为充能招式，充能时间8秒，最多充能3层。命中有自身“商”“角”持续不利效果的非侠士目标时，每跳将根据属于自身“商”“角”持续不利效果个数附加无视目标90%内功防御的额外伤害“流照”并获得一层可叠加的“流照”效果，最多增加两次。触发“曲动九州”时将消耗所有“流照”效果追加破招伤害。,30562,1
长歌,莫问,4,照月,“清绝影歌”和“疏影横斜”影子伤害提升20%。,18727,2
长歌,莫问,4,殊曲,自身所有持续效果作用间隔缩短1秒，总持续时间保持不变。施展“羽”命中目标则使自身下两跳持续伤害立刻生效。,14285,3
长歌,莫问,4,清音长啸,若目标正在运功则进行打断，使其无法施放内功招式，并造成阴性内功伤害，持续3秒，目标当前每存在一个属于自身的阴性不利持续伤害效果则无法释放内功招式效果额外延长1秒，最多延长至5秒，调息时间15秒。,14095,4
长歌,莫问,5,豪情,施展“徵”立刻对目标造成一次伤害，命中受自身“音域”作用的目标伤害提高15%。,14336,1
长歌,莫问,5,觅音,施展“商”“角”命中敌对目标，立刻造成的伤害提高50%，若命中受到自身“音域”作用的敌对目标，则立刻造成的伤害提高至100%。,33221,2
长歌,莫问,5,入圣,施展“清绝影歌”后本体闪避增加30%，伤害减免增加50%。,14870,3
长歌,莫问,5,浮影,“清绝影歌”调息时间降低12秒，不再产生影子，自身将进入持剑姿态，受到伤害降低40%，受到治疗成效增加20%。,14871,4
长歌,莫问,6,师襄,“羽”无视目标60%内功防御，每次施展“羽”返还5秒“音”套路招式调息时间。,14282,1
长歌,莫问,6,忘弦,“笑傲光阴”音域生成时若自身在音域范围内，则恢复自身20%气血最大值，解除自身受到的阳性不利效果、阴性不利效果、混元不利效果、毒性不利效果、点穴不利效果、持续伤害不利效果。,14146,2
长歌,莫问,6,兼山,“云生结海”音域生成时立刻平衡音域范围内所有小队成员当前气血值百分比。,14152,3
长歌,莫问,6,爻辰,“清绝影歌”状态持续时间增加5秒，持续期间无视目标10%内功防御。施展“剑·宫”立即对目标造成一次伤害，且“剑·宫”施展范围增加3尺。,14151,4
长歌,莫问,7,知止,“变宫”命中拥有属于自身“商”“角”持续不利效果的敌对目标则刷新属于自身的“商”“角”持续效果，并重置曲风切换的调息时间。,30984,1
长歌,莫问,7,井仪,持续效果被卸除后，每个持续效果使驱散者2秒内无法运功，最多持续6秒。,14313,2
长歌,莫问,7,知音,“笑傲光阴”音域减伤效果可对自身小队成员产生作用。,14143,3
